indicator no.,Grading,Domain,Country,Score,Region,Layer
1,1,Media,Serbia,0,Europe,exposure
1,1,Media,India,0,South Asia,exposure
1,1,Media,Albania,0,Europe,exposure
1,1,Media,Montenegro,0,Europe,exposure
1,1,Media,Latvia,1,Europe,exposure
1,1,Media,Uzbekistan,0,Central Asia,exposure
1,1,Media,Sierra Leone,0,Sub-Saharan Africa,exposure
1,1,Media,Ghana,3,Sub-Saharan Africa,exposure
1,1,Media,Tanzania,3,Sub-Saharan Africa,exposure
1,1,Media,Gambia,0,Sub-Saharan Africa,exposure
1,1,Media,Zambia,0,Sub-Saharan Africa,exposure
1,1,Media,Slovakia,0,Europe,exposure
1,1,Media,France,0,Europe,exposure
1,1,Media,Bangladesh,0,South Asia,exposure
1,1,Media,Lithuania,0,Europe,exposure
1,1,Media,Bulgaria,0,Europe,exposure
1,1,Media,Austria,1,Europe,exposure
1,1,Media,Hungary,1,Europe,exposure
1,1,Media,Belgium,0,Europe,exposure
1,1,Media,Sweden,1,Europe,exposure
1,1,Media,Finland,1,Europe,exposure
1,1,Media,Greece,,Europe,exposure
1,1,Media,North Macedonia,0,Europe,exposure
1,1,Media,Afghanistan,0,South Asia,exposure
1,1,Media,Turkmenistan,0,Central Asia,exposure
1,1,Media,Costa Rica,0,Central America & Caribbean,exposure
1,1,Media,Ecuador,,South America,exposure
1,1,Media,Panama,0,Central America & Caribbean,exposure
1,1,Media,Romania,1,Europe,exposure
1,1,Media,Moldova,0,Europe,exposure
1,1,Media,Ukraine,1,Europe,exposure
1,1,Media,Italy,2,Europe,exposure
1,1,Media,Netherlands,1,Europe,exposure
1,1,Media,Azerbaijan,0,Europe,exposure
1,1,Media,Belarus,0,Europe,exposure
1,1,Media,Spain,3,Europe,exposure
1,1,Media,Nicaragua,0,Central America & Caribbean,exposure
1,1,Media,Pakistan,0,South Asia,exposure
2,1,Media,Taiwan,3,East & Southeast Asia,exposure
2,1,Media,Australia,1,Oceania,exposure
2,1,Media,New Zealand,1,Oceania,exposure
2,1,Media,Indonesia,1,East & Southeast Asia,exposure
2,1,Media,Singapore,0,East & Southeast Asia,exposure
2,1,Media,Georgia,0,Europe,exposure
2,1,Media,Kyrgyzstan,2,Central Asia,exposure
2,1,Media,Kazakhstan,3,Central Asia,exposure
2,1,Media,Armenia,0,Europe,exposure
2,1,Media,Tajikistan,3,Central Asia,exposure
2,1,Media,Ethiopia,0,Sub-Saharan Africa,exposure
2,1,Media,Kenya,3,Sub-Saharan Africa,exposure
2,1,Media,Nigeria,3,Sub-Saharan Africa,exposure
2,1,Media,South Africa,3,Sub-Saharan Africa,exposure
2,1,Media,Senegal,0,Sub-Saharan Africa,exposure
2,1,Media,Brazil,0,South America,exposure
2,1,Media,Bolívia,0,South America,exposure
2,1,Media,Argentina,3,South America,exposure
2,1,Media,Uruguay,0,South America,exposure
2,1,Media,Paraguay,0,South America,exposure
2,1,Media,Chile,0,South America,exposure
2,1,Media,Colombia,0,South America,exposure
2,1,Media,Mexico,0,Central America & Caribbean,exposure
2,1,Media,Peru,0,South America,exposure
2,1,Media,Venezuela,0,South America,exposure
2,1,Media,South Korea,3,East & Southeast Asia,exposure
2,1,Media,Japan,1,East & Southeast Asia,exposure
2,1,Media,Vietnam,0,East & Southeast Asia,exposure
2,1,Media,United States,1,North America,exposure
2,1,Media,Canada,1,North America,exposure
2,1,Media,Philippines,1,East & Southeast Asia,exposure
2,1,Media,Thailand,3,East & Southeast Asia,exposure
2,1,Media,Cambodia,4,East & Southeast Asia,exposure
2,1,Media,Malaysia,1,East & Southeast Asia,exposure
2,1,Media,Germany,1,Europe,exposure
2,1,Media,Estonia,0,Europe,exposure
2,1,Media,Czech Republic,0,Europe,exposure
2,1,Media,Bosnia and Herzegovina,1,Europe,exposure
2,1,Media,Poland,0,Europe,exposure
2,1,Media,United Kingdom,1,Europe,exposure
2,1,Media,Egypt,1,North Africa & West Asia,exposure
2,1,Media,Jordan,1,North Africa & West Asia,exposure
2,1,Media,Lebanon,0,North Africa & West Asia,exposure
2,1,Media,Turkey,0,North Africa & West Asia,exposure
2,1,Media,Serbia,3,Europe,exposure
2,1,Media,India,0,South Asia,exposure
2,1,Media,Albania,3,Europe,exposure
2,1,Media,Montenegro,0,Europe,exposure
2,1,Media,Latvia,1,Europe,exposure
2,1,Media,Uzbekistan,0,Central Asia,exposure
2,1,Media,Sierra Leone,2,Sub-Saharan Africa,exposure
2,1,Media,Ghana,0,Sub-Saharan Africa,exposure
2,1,Media,Tanzania,1,Sub-Saharan Africa,exposure
2,1,Media,Gambia,0,Sub-Saharan Africa,exposure
2,1,Media,Zambia,2,Sub-Saharan Africa,exposure
2,1,Media,Slovakia,0,Europe,exposure
2,1,Media,France,0,Europe,exposure
2,1,Media,Bangladesh,1,South Asia,exposure
2,1,Media,Lithuania,0,Europe,exposure
2,1,Media,Bulgaria,3,Europe,exposure
2,1,Media,Austria,1,Europe,exposure
2,1,Media,Hungary,1,Europe,exposure
2,1,Media,Belgium,0,Europe,exposure
2,1,Media,Sweden,0,Europe,exposure
2,1,Media,Finland,0,Europe,exposure
2,1,Media,Greece,0,Europe,exposure
2,1,Media,North Macedonia,0,Europe,exposure
2,1,Media,Afghanistan,0,South Asia,exposure
2,1,Media,Turkmenistan,3,Central Asia,exposure
2,1,Media,Costa Rica,3,Central America & Caribbean,exposure
2,1,Media,Ecuador,0,South America,exposure
2,1,Media,Panama,0,Central America & Caribbean,exposure
2,1,Media,Romania,1,Europe,exposure
2,1,Media,Moldova,1,Europe,exposure
2,1,Media,Ukraine,1,Europe,exposure
2,1,Media,Italy,1,Europe,exposure
2,1,Media,Netherlands,,Europe,exposure
2,1,Media,Azerbaijan,0,Europe,exposure
2,1,Media,Belarus,1,Europe,exposure
2,1,Media,Spain,0,Europe,exposure
2,1,Media,Nicaragua,0,Central America & Caribbean,exposure
2,1,Media,Pakistan,2,South Asia,exposure
3,1,Media,Taiwan,4,East & Southeast Asia,exposure
3,1,Media,Australia,4,Oceania,exposure
3,1,Media,New Zealand,3,Oceania,exposure
3,1,Media,Indonesia,4,East & Southeast Asia,exposure
3,1,Media,Singapore,3,East & Southeast Asia,exposure
3,1,Media,Georgia,4,Europe,exposure
3,1,Media,Kyrgyzstan,3,Central Asia,exposure
3,1,Media,Kazakhstan,3,Central Asia,exposure
3,1,Media,Armenia,0,Europe,exposure
3,1,Media,Tajikistan,3,Central Asia,exposure
3,1,Media,Ethiopia,0,Sub-Saharan Africa,exposure
3,1,Media,Kenya,3,Sub-Saharan Africa,exposure
3,1,Media,Nigeria,3,Sub-Saharan Africa,exposure
3,1,Media,South Africa,3,Sub-Saharan Africa,exposure
3,1,Media,Senegal,1,Sub-Saharan Africa,exposure
3,1,Media,Brazil,,South America,exposure
3,1,Media,Bolívia,,South America,exposure
3,1,Media,Argentina,3,South America,exposure
3,1,Media,Uruguay,0,South America,exposure
3,1,Media,Paraguay,0,South America,exposure
3,1,Media,Chile,3,South America,exposure
3,1,Media,Colombia,1,South America,exposure
3,1,Media,Mexico,3,Central America & Caribbean,exposure
3,1,Media,Peru,4,South America,exposure
3,1,Media,Venezuela,3,South America,exposure
3,1,Media,South Korea,4,East & Southeast Asia,exposure
3,1,Media,Japan,0,East & Southeast Asia,exposure
3,1,Media,Vietnam,0,East & Southeast Asia,exposure
3,1,Media,United States,0,North America,exposure
3,1,Media,Canada,4,North America,exposure
3,1,Media,Philippines,,East & Southeast Asia,exposure
3,1,Media,Thailand,2,East & Southeast Asia,exposure
3,1,Media,Cambodia,3,East & Southeast Asia,exposure
3,1,Media,Malaysia,2,East & Southeast Asia,exposure
3,1,Media,Germany,3,Europe,exposure
3,1,Media,Estonia,0,Europe,exposure
3,1,Media,Czech Republic,0,Europe,exposure
3,1,Media,Bosnia and Herzegovina,0,Europe,exposure
3,1,Media,Poland,0,Europe,exposure
3,1,Media,United Kingdom,2,Europe,exposure
3,1,Media,Egypt,,North Africa & West Asia,exposure
3,1,Media,Jordan,3,North Africa & West Asia,exposure
3,1,Media,Lebanon,,North Africa & West Asia,exposure
3,1,Media,Turkey,3,North Africa & West Asia,exposure
3,1,Media,Serbia,3,Europe,exposure
3,1,Media,India,1,South Asia,exposure
3,1,Media,Albania,2,Europe,exposure
3,1,Media,Montenegro,4,Europe,exposure
3,1,Media,Latvia,1,Europe,exposure
3,1,Media,Uzbekistan,1,Central Asia,exposure
3,1,Media,Sierra Leone,1,Sub-Saharan Africa,exposure
3,1,Media,Ghana,4,Sub-Saharan Africa,exposure
3,1,Media,Tanzania,3,Sub-Saharan Africa,exposure
3,1,Media,Gambia,4,Sub-Saharan Africa,exposure
3,1,Media,Zambia,1,Sub-Saharan Africa,exposure
3,1,Media,Slovakia,,Europe,exposure
3,1,Media,France,1,Europe,exposure
3,1,Media,Bangladesh,1,South Asia,exposure
3,1,Media,Lithuania,1,Europe,exposure
3,1,Media,Bulgaria,3,Europe,exposure
3,1,Media,Austria,0,Europe,exposure
3,1,Media,Hungary,,Europe,exposure
3,1,Media,Belgium,2,Europe,exposure
3,1,Media,Sweden,,Europe,exposure
3,1,Media,Finland,0,Europe,exposure
3,1,Media,Greece,1,Europe,exposure
3,1,Media,North Macedonia,,Europe,exposure
3,1,Media,Afghanistan,1,South Asia,exposure
3,1,Media,Turkmenistan,3,Central Asia,exposure
3,1,Media,Costa Rica,3,Central America & Caribbean,exposure
3,1,Media,Ecuador,,South America,exposure
3,1,Media,Panama,4,Central America & Caribbean,exposure
3,1,Media,Romania,1,Europe,exposure
3,1,Media,Moldova,3,Europe,exposure
3,1,Media,Ukraine,4,Europe,exposure
3,1,Media,Italy,3,Europe,exposure
3,1,Media,Netherlands,1,Europe,exposure
3,1,Media,Azerbaijan,,Europe,exposure
3,1,Media,Belarus,1,Europe,exposure
3,1,Media,Spain,0,Europe,exposure
3,1,Media,Nicaragua,0,Central America & Caribbean,exposure
3,1,Media,Pakistan,4,South Asia,exposure
4,1,Media,Taiwan,2,East & Southeast Asia,exposure
4,1,Media,Australia,3,Oceania,exposure
4,1,Media,New Zealand,1,Oceania,exposure
4,1,Media,Indonesia,0,East & Southeast Asia,exposure
4,1,Media,Singapore,4,East & Southeast Asia,exposure
4,1,Media,Georgia,4,Europe,exposure
4,1,Media,Kyrgyzstan,1,Central Asia,exposure
4,1,Media,Kazakhstan,3,Central Asia,exposure
4,1,Media,Armenia,0,Europe,exposure
4,1,Media,Tajikistan,0,Central Asia,exposure
4,1,Media,Ethiopia,0,Sub-Saharan Africa,exposure
4,1,Media,Kenya,3,Sub-Saharan Africa,exposure
4,1,Media,Nigeria,3,Sub-Saharan Africa,exposure
4,1,Media,South Africa,0,Sub-Saharan Africa,exposure
4,1,Media,Senegal,1,Sub-Saharan Africa,exposure
4,1,Media,Brazil,0,South America,exposure
4,1,Media,Bolívia,3,South America,exposure
4,1,Media,Argentina,1,South America,exposure
4,1,Media,Uruguay,1,South America,exposure
4,1,Media,Paraguay,0,South America,exposure
4,1,Media,Chile,,South America,exposure
4,1,Media,Colombia,0,South America,exposure
4,1,Media,Mexico,0,Central America & Caribbean,exposure
4,1,Media,Peru,4,South America,exposure
4,1,Media,Venezuela,3,South America,exposure
4,1,Media,South Korea,4,East & Southeast Asia,exposure
4,1,Media,Japan,,East & Southeast Asia,exposure
4,1,Media,Vietnam,0,East & Southeast Asia,exposure
4,1,Media,United States,1,North America,exposure
4,1,Media,Canada,0,North America,exposure
4,1,Media,Philippines,4,East & Southeast Asia,exposure
4,1,Media,Thailand,3,East & Southeast Asia,exposure
4,1,Media,Cambodia,4,East & Southeast Asia,exposure
4,1,Media,Malaysia,3,East & Southeast Asia,exposure
4,1,Media,Germany,1,Europe,exposure
4,1,Media,Estonia,0,Europe,exposure
4,1,Media,Czech Republic,0,Europe,exposure
4,1,Media,Bosnia and Herzegovina,0,Europe,exposure
4,1,Media,Poland,0,Europe,exposure
4,1,Media,United Kingdom,3,Europe,exposure
4,1,Media,Egypt,3,North Africa & West Asia,exposure
4,1,Media,Jordan,4,North Africa & West Asia,exposure
4,1,Media,Lebanon,3,North Africa & West Asia,exposure
4,1,Media,Turkey,0,North Africa & West Asia,exposure
4,1,Media,Serbia,,Europe,exposure
4,1,Media,India,1,South Asia,exposure
4,1,Media,Albania,0,Europe,exposure
4,1,Media,Montenegro,0,Europe,exposure
4,1,Media,Latvia,1,Europe,exposure
4,1,Media,Uzbekistan,0,Central Asia,exposure
4,1,Media,Sierra Leone,4,Sub-Saharan Africa,exposure
4,1,Media,Ghana,4,Sub-Saharan Africa,exposure
4,1,Media,Tanzania,3,Sub-Saharan Africa,exposure
4,1,Media,Gambia,4,Sub-Saharan Africa,exposure
4,1,Media,Zambia,0,Sub-Saharan Africa,exposure
4,1,Media,Slovakia,1,Europe,exposure
4,1,Media,France,0,Europe,exposure
4,1,Media,Bangladesh,1,South Asia,exposure
4,1,Media,Lithuania,0,Europe,exposure
4,1,Media,Bulgaria,1,Europe,exposure
4,1,Media,Austria,1,Europe,exposure
4,1,Media,Hungary,0,Europe,exposure
4,1,Media,Belgium,0,Europe,exposure
4,1,Media,Sweden,0,Europe,exposure
4,1,Media,Finland,0,Europe,exposure
4,1,Media,Greece,0,Europe,exposure
4,1,Media,North Macedonia,0,Europe,exposure
4,1,Media,Afghanistan,2,South Asia,exposure
4,1,Media,Turkmenistan,3,Central Asia,exposure
4,1,Media,Costa Rica,1,Central America & Caribbean,exposure
4,1,Media,Ecuador,0,South America,exposure
4,1,Media,Panama,3,Central America & Caribbean,exposure
4,1,Media,Romania,1,Europe,exposure
4,1,Media,Moldova,0,Europe,exposure
4,1,Media,Ukraine,0,Europe,exposure
4,1,Media,Italy,0,Europe,exposure
4,1,Media,Netherlands,0,Europe,exposure
4,1,Media,Azerbaijan,0,Europe,exposure
4,1,Media,Belarus,0,Europe,exposure
4,1,Media,Spain,0,Europe,exposure
4,1,Media,Nicaragua,0,Central America & Caribbean,exposure
4,1,Media,Pakistan,1,South Asia,exposure
5,1,Media,Taiwan,4,East & Southeast Asia,exposure
5,1,Media,Australia,3,Oceania,exposure
5,1,Media,New Zealand,3,Oceania,exposure
5,1,Media,Indonesia,1,East & Southeast Asia,exposure
5,1,Media,Singapore,4,East & Southeast Asia,exposure
5,1,Media,Georgia,0,Europe,exposure
5,1,Media,Kyrgyzstan,2,Central Asia,exposure
5,1,Media,Kazakhstan,0,Central Asia,exposure
5,1,Media,Armenia,0,Europe,exposure
5,1,Media,Tajikistan,0,Central Asia,exposure
5,1,Media,Ethiopia,0,Sub-Saharan Africa,exposure
5,1,Media,Kenya,3,Sub-Saharan Africa,exposure
5,1,Media,Nigeria,0,Sub-Saharan Africa,exposure
5,1,Media,South Africa,4,Sub-Saharan Africa,exposure
5,1,Media,Senegal,1,Sub-Saharan Africa,exposure
5,1,Media,Brazil,1,South America,exposure
5,1,Media,Bolívia,1,South America,exposure
5,1,Media,Argentina,3,South America,exposure
5,1,Media,Uruguay,0,South America,exposure
5,1,Media,Paraguay,0,South America,exposure
5,1,Media,Chile,3,South America,exposure
5,1,Media,Colombia,1,South America,exposure
5,1,Media,Mexico,3,Central America & Caribbean,exposure
5,1,Media,Peru,4,South America,exposure
5,1,Media,Venezuela,3,South America,exposure
5,1,Media,South Korea,2,East & Southeast Asia,exposure
5,1,Media,Japan,1,East & Southeast Asia,exposure
5,1,Media,Vietnam,0,East & Southeast Asia,exposure
5,1,Media,United States,2,North America,exposure
5,1,Media,Canada,4,North America,exposure
5,1,Media,Philippines,3,East & Southeast Asia,exposure
5,1,Media,Thailand,3,East & Southeast Asia,exposure
5,1,Media,Cambodia,3,East & Southeast Asia,exposure
5,1,Media,Malaysia,3,East & Southeast Asia,exposure
5,1,Media,Germany,3,Europe,exposure
5,1,Media,Estonia,1,Europe,exposure
5,1,Media,Czech Republic,1,Europe,exposure
5,1,Media,Bosnia and Herzegovina,4,Europe,exposure
5,1,Media,Poland,1,Europe,exposure
5,1,Media,United Kingdom,4,Europe,exposure
5,1,Media,Egypt,4,North Africa & West Asia,exposure
5,1,Media,Jordan,0,North Africa & West Asia,exposure
5,1,Media,Lebanon,4,North Africa & West Asia,exposure
5,1,Media,Turkey,3,North Africa & West Asia,exposure
5,1,Media,Serbia,1,Europe,exposure
5,1,Media,India,1,South Asia,exposure
5,1,Media,Albania,1,Europe,exposure
5,1,Media,Montenegro,0,Europe,exposure
5,1,Media,Latvia,0,Europe,exposure
5,1,Media,Uzbekistan,0,Central Asia,exposure
5,1,Media,Sierra Leone,0,Sub-Saharan Africa,exposure
5,1,Media,Ghana,0,Sub-Saharan Africa,exposure
5,1,Media,Tanzania,1,Sub-Saharan Africa,exposure
5,1,Media,Gambia,2,Sub-Saharan Africa,exposure
5,1,Media,Zambia,0,Sub-Saharan Africa,exposure
5,1,Media,Slovakia,2,Europe,exposure
5,1,Media,France,1,Europe,exposure
5,1,Media,Bangladesh,1,South Asia,exposure
5,1,Media,Lithuania,0,Europe,exposure
5,1,Media,Bulgaria,3,Europe,exposure
5,1,Media,Austria,1,Europe,exposure
5,1,Media,Hungary,1,Europe,exposure
5,1,Media,Belgium,1,Europe,exposure
5,1,Media,Sweden,0,Europe,exposure
5,1,Media,Finland,1,Europe,exposure
5,1,Media,Greece,3,Europe,exposure
5,1,Media,North Macedonia,0,Europe,exposure
5,1,Media,Afghanistan,1,South Asia,exposure
5,1,Media,Turkmenistan,0,Central Asia,exposure
5,1,Media,Costa Rica,3,Central America & Caribbean,exposure
5,1,Media,Ecuador,1,South America,exposure
5,1,Media,Panama,1,Central America & Caribbean,exposure
5,1,Media,Romania,3,Europe,exposure
5,1,Media,Moldova,0,Europe,exposure
5,1,Media,Ukraine,2,Europe,exposure
5,1,Media,Italy,0,Europe,exposure
5,1,Media,Netherlands,,Europe,exposure
5,1,Media,Azerbaijan,0,Europe,exposure
5,1,Media,Belarus,0,Europe,exposure
5,1,Media,Spain,2,Europe,exposure
5,1,Media,Nicaragua,3,Central America & Caribbean,exposure
5,1,Media,Pakistan,4,South Asia,exposure
6,1,Media,Taiwan,3,East & Southeast Asia,exposure
6,1,Media,Australia,2,Oceania,exposure
6,1,Media,New Zealand,3,Oceania,exposure
6,1,Media,Indonesia,1,East & Southeast Asia,exposure
6,1,Media,Singapore,0,East & Southeast Asia,exposure
6,1,Media,Georgia,3,Europe,exposure
6,1,Media,Kyrgyzstan,1,Central Asia,exposure
6,1,Media,Kazakhstan,,Central Asia,exposure
6,1,Media,Armenia,0,Europe,exposure
6,1,Media,Tajikistan,0,Central Asia,exposure
6,1,Media,Ethiopia,0,Sub-Saharan Africa,exposure
6,1,Media,Kenya,3,Sub-Saharan Africa,exposure
6,1,Media,Nigeria,3,Sub-Saharan Africa,exposure
6,1,Media,South Africa,3,Sub-Saharan Africa,exposure
6,1,Media,Senegal,1,Sub-Saharan Africa,exposure
6,1,Media,Brazil,0,South America,exposure
6,1,Media,Bolívia,0,South America,exposure
6,1,Media,Argentina,0,South America,exposure
6,1,Media,Uruguay,0,South America,exposure
6,1,Media,Paraguay,0,South America,exposure
6,1,Media,Chile,1,South America,exposure
6,1,Media,Colombia,0,South America,exposure
6,1,Media,Mexico,1,Central America & Caribbean,exposure
6,1,Media,Peru,3,South America,exposure
6,1,Media,Venezuela,0,South America,exposure
6,1,Media,South Korea,0,East & Southeast Asia,exposure
6,1,Media,Japan,2,East & Southeast Asia,exposure
6,1,Media,Vietnam,1,East & Southeast Asia,exposure
6,1,Media,United States,1,North America,exposure
6,1,Media,Canada,1,North America,exposure
6,1,Media,Philippines,0,East & Southeast Asia,exposure
6,1,Media,Thailand,3,East & Southeast Asia,exposure
6,1,Media,Cambodia,3,East & Southeast Asia,exposure
6,1,Media,Malaysia,1,East & Southeast Asia,exposure
6,1,Media,Germany,3,Europe,exposure
6,1,Media,Estonia,0,Europe,exposure
6,1,Media,Czech Republic,3,Europe,exposure
6,1,Media,Bosnia and Herzegovina,0,Europe,exposure
6,1,Media,Poland,1,Europe,exposure
6,1,Media,United Kingdom,3,Europe,exposure
6,1,Media,Egypt,0,North Africa & West Asia,exposure
6,1,Media,Jordan,0,North Africa & West Asia,exposure
6,1,Media,Lebanon,0,North Africa & West Asia,exposure
6,1,Media,Turkey,0,North Africa & West Asia,exposure
6,1,Media,Serbia,0,Europe,exposure
6,1,Media,India,1,South Asia,exposure
6,1,Media,Albania,0,Europe,exposure
6,1,Media,Montenegro,0,Europe,exposure
6,1,Media,Latvia,0,Europe,exposure
6,1,Media,Uzbekistan,0,Central Asia,exposure
6,1,Media,Sierra Leone,0,Sub-Saharan Africa,exposure
6,1,Media,Ghana,0,Sub-Saharan Africa,exposure
6,1,Media,Tanzania,3,Sub-Saharan Africa,exposure
6,1,Media,Gambia,0,Sub-Saharan Africa,exposure
6,1,Media,Zambia,0,Sub-Saharan Africa,exposure
6,1,Media,Slovakia,0,Europe,exposure
6,1,Media,France,,Europe,exposure
6,1,Media,Bangladesh,0,South Asia,exposure
6,1,Media,Lithuania,0,Europe,exposure
6,1,Media,Bulgaria,0,Europe,exposure
6,1,Media,Austria,1,Europe,exposure
6,1,Media,Hungary,1,Europe,exposure
6,1,Media,Belgium,0,Europe,exposure
6,1,Media,Sweden,1,Europe,exposure
6,1,Media,Finland,0,Europe,exposure
6,1,Media,Greece,1,Europe,exposure
6,1,Media,North Macedonia,0,Europe,exposure
6,1,Media,Afghanistan,0,South Asia,exposure
6,1,Media,Turkmenistan,0,Central Asia,exposure
6,1,Media,Costa Rica,0,Central America & Caribbean,exposure
6,1,Media,Ecuador,0,South America,exposure
6,1,Media,Panama,1,Central America & Caribbean,exposure
6,1,Media,Romania,1,Europe,exposure
6,1,Media,Moldova,0,Europe,exposure
6,1,Media,Ukraine,0,Europe,exposure
6,1,Media,Italy,2,Europe,exposure
6,1,Media,Netherlands,1,Europe,exposure
6,1,Media,Azerbaijan,0,Europe,exposure
6,1,Media,Belarus,0,Europe,exposure
6,1,Media,Spain,3,Europe,exposure
6,1,Media,Nicaragua,0,Central America & Caribbean,exposure
6,1,Media,Pakistan,1,South Asia,exposure
7,1,Media,Taiwan,3,East & Southeast Asia,exposure
7,1,Media,Australia,4,Oceania,exposure
7,1,Media,New Zealand,3,Oceania,exposure
7,1,Media,Indonesia,1,East & Southeast Asia,exposure
7,1,Media,Singapore,3,East & Southeast Asia,exposure
7,1,Media,Georgia,2,Europe,exposure
7,1,Media,Kyrgyzstan,3,Central Asia,exposure
7,1,Media,Kazakhstan,4,Central Asia,exposure
7,1,Media,Armenia,0,Europe,exposure
7,1,Media,Tajikistan,0,Central Asia,exposure
7,1,Media,Ethiopia,0,Sub-Saharan Africa,exposure
7,1,Media,Kenya,3,Sub-Saharan Africa,exposure
7,1,Media,Nigeria,3,Sub-Saharan Africa,exposure
7,1,Media,South Africa,3,Sub-Saharan Africa,exposure
7,1,Media,Senegal,3,Sub-Saharan Africa,exposure
7,1,Media,Brazil,0,South America,exposure
7,1,Media,Bolívia,0,South America,exposure
7,1,Media,Argentina,3,South America,exposure
7,1,Media,Uruguay,1,South America,exposure
7,1,Media,Paraguay,0,South America,exposure
7,1,Media,Chile,3,South America,exposure
7,1,Media,Colombia,1,South America,exposure
7,1,Media,Mexico,1,Central America & Caribbean,exposure
7,1,Media,Peru,4,South America,exposure
7,1,Media,Venezuela,3,South America,exposure
7,1,Media,South Korea,0,East & Southeast Asia,exposure
7,1,Media,Japan,3,East & Southeast Asia,exposure
7,1,Media,Vietnam,0,East & Southeast Asia,exposure
7,1,Media,United States,3,North America,exposure
7,1,Media,Canada,4,North America,exposure
7,1,Media,Philippines,3,East & Southeast Asia,exposure
7,1,Media,Thailand,1,East & Southeast Asia,exposure
7,1,Media,Cambodia,3,East & Southeast Asia,exposure
7,1,Media,Malaysia,2,East & Southeast Asia,exposure
7,1,Media,Germany,4,Europe,exposure
7,1,Media,Estonia,0,Europe,exposure
7,1,Media,Czech Republic,1,Europe,exposure
7,1,Media,Bosnia and Herzegovina,1,Europe,exposure
7,1,Media,Poland,0,Europe,exposure
7,1,Media,United Kingdom,2,Europe,exposure
7,1,Media,Egypt,3,North Africa & West Asia,exposure
7,1,Media,Jordan,1,North Africa & West Asia,exposure
7,1,Media,Lebanon,3,North Africa & West Asia,exposure
7,1,Media,Turkey,1,North Africa & West Asia,exposure
7,1,Media,Serbia,1,Europe,exposure
7,1,Media,India,1,South Asia,exposure
7,1,Media,Albania,2,Europe,exposure
7,1,Media,Montenegro,0,Europe,exposure
7,1,Media,Latvia,2,Europe,exposure
7,1,Media,Uzbekistan,1,Central Asia,exposure
7,1,Media,Sierra Leone,0,Sub-Saharan Africa,exposure
7,1,Media,Ghana,3,Sub-Saharan Africa,exposure
7,1,Media,Tanzania,0,Sub-Saharan Africa,exposure
7,1,Media,Gambia,1,Sub-Saharan Africa,exposure
7,1,Media,Zambia,,Sub-Saharan Africa,exposure
7,1,Media,Slovakia,0,Europe,exposure
7,1,Media,France,3,Europe,exposure
7,1,Media,Bangladesh,1,South Asia,exposure
7,1,Media,Lithuania,0,Europe,exposure
7,1,Media,Bulgaria,4,Europe,exposure
7,1,Media,Austria,0,Europe,exposure
7,1,Media,Hungary,1,Europe,exposure
7,1,Media,Belgium,1,Europe,exposure
7,1,Media,Sweden,0,Europe,exposure
7,1,Media,Finland,1,Europe,exposure
7,1,Media,Greece,3,Europe,exposure
7,1,Media,North Macedonia,0,Europe,exposure
7,1,Media,Afghanistan,1,South Asia,exposure
