"indicator no.",Grading,Domain,Country,Score,Region,Layer
02,1,,Vietnam,3,"East & Southeast Asia",Exposure
02,1,,Nepal,1,"South Asia",Exposure
02,1,,Russia,0,Europe,Exposure
02,1,,"New Zealand",1,Oceania,Exposure
02,1,,Zimbabwe,4,"Sub-Saharan Africa",Exposure
02,1,,"Democratic Republic of the Congo",0,"Sub-Saharan Africa",Exposure
02,1,,Malaysia,1,"East & Southeast Asia",Exposure
02,1,,Timor-Leste,0,"East & Southeast Asia",Exposure
02,1,,Argentina,3,"South America",Exposure
02,1,,Uruguay,3,"South America",Exposure
02,1,,"El Salvador",0,"Central America & Caribbean",Exposure
02,1,,Philippines,1,"East & Southeast Asia",Exposure
02,1,,Thailand,1,"East & Southeast Asia",Exposure
02,1,,Myanmar,3,"East & Southeast Asia",Exposure
02,1,,Uganda,NA,"Sub-Saharan Africa",Exposure
02,1,,Mozambique,0,"Sub-Saharan Africa",Exposure
02,1,,Angola,NA,"Sub-Saharan Africa",Exposure
02,1,,Japan,0,"East & Southeast Asia",Exposure
02,1,,Indonesia,3,"East & Southeast Asia",Exposure
02,1,,"South Korea",3,"East & Southeast Asia",Exposure
02,1,,"Saudi Arabia",1,"North Africa & West Asia",Exposure
02,1,,Qatar,0,"North Africa & West Asia",Exposure
02,1,,Canada,1,"North America",Exposure
02,1,,Cambodia,3,"East & Southeast Asia",Exposure
02,1,,"United States",1,"North America",Exposure
02,1,,Germany,0,Europe,Exposure
02,1,,"United Kingdom",1,Europe,Exposure
02,1,,Australia,2,Oceania,Exposure
02,1,,Israel,0,"North Africa & West Asia",Exposure
02,1,,"Sri Lanka",3,"South Asia",Exposure
03,1,,Georgia,0,Europe,Exposure
03,1,,Latvia,0,Europe,Exposure
03,1,,Armenia,1,"North Africa & West Asia",Exposure
03,1,,Azerbaijan,0,"North Africa & West Asia",Exposure
03,1,,Kazakhstan,4,"Central Asia",Exposure
03,1,,Uzbekistan,0,"Central Asia",Exposure
03,1,,Tajikistan,0,"Central Asia",Exposure
03,1,,Kyrgyzstan,4,"Central Asia",Exposure
03,1,,Jordan,4,"North Africa & West Asia",Exposure
03,1,,Egypt,3,"North Africa & West Asia",Exposure
03,1,,Lebanon,0,"North Africa & West Asia",Exposure
03,1,,Belarus,1,Europe,Exposure
03,1,,Mongolia,3,"East & Southeast Asia",Exposure
03,1,,Mexico,3,"North America",Exposure
03,1,,Panama,0,"Central America & Caribbean",Exposure
03,1,,"Costa Rica",1,"Central America & Caribbean",Exposure
03,1,,Peru,3,"South America",Exposure
03,1,,Venezuela,3,"South America",Exposure
03,1,,Chile,3,"South America",Exposure
03,1,,Ecuador,1,"South America",Exposure
03,1,,Colombia,0,"South America",Exposure
03,1,,"Sierra Leone",4,"Sub-Saharan Africa",Exposure
03,1,,Ghana,3,"Sub-Saharan Africa",Exposure
03,1,,Tanzania,2,"Sub-Saharan Africa",Exposure
03,1,,Gambia,4,"Sub-Saharan Africa",Exposure
03,1,,Algeria,4,"North Africa & West Asia",Exposure
03,1,,France,0,Europe,Exposure
03,1,,Bangladesh,3,"South Asia",Exposure
03,1,,Lithuania,0,Europe,Exposure
03,1,,Bulgaria,2,Europe,Exposure
03,1,,Austria,1,Europe,Exposure
03,1,,Hungary,0,Europe,Exposure
03,1,,Belgium,1,Europe,Exposure
03,1,,"Bosnia and Herzegovina",2,Europe,Exposure
03,1,,Slovakia,3,Europe,Exposure
03,1,,Sweden,1,Europe,Exposure
03,1,,Finland,0,Europe,Exposure
03,1,,Denmark,0,Europe,Exposure
03,1,,Ireland,1,Europe,Exposure
03,1,,Albania,1,Europe,Exposure
03,1,,Montenegro,1,Europe,Exposure
03,1,,Serbia,NA,Europe,Exposure
03,1,,Greece,1,Europe,Exposure
03,1,,"North Macedonia",0,Europe,Exposure
03,1,,Turkey,1,"North Africa & West Asia",Exposure
03,1,,Iceland,0,Europe,Exposure
03,1,,Portugal,1,Europe,Exposure
03,1,,Romania,1,Europe,Exposure
03,1,,Moldova,3,Europe,Exposure
03,1,,Italy,0,Europe,Exposure
03,1,,Netherlands,1,Europe,Exposure
03,1,,Ukraine,1,Europe,Exposure
03,1,,Spain,0,Europe,Exposure
03,1,,Nicaragua,4,"Central America & Caribbean",Exposure
03,1,,Bolivia,0,"South America",Exposure
03,1,,Paraguay,1,"South America",Exposure
03,1,,Pakistan,4,"South Asia",Exposure
03,1,,Afghanistan,1,"South Asia",Exposure
03,1,,Turkmenistan,3,"Central Asia",Exposure
03,1,,India,1,"South Asia",Exposure
03,1,,Nigeria,3,"Sub-Saharan Africa",Exposure
03,1,,"South Africa",3,"Sub-Saharan Africa",Exposure
03,1,,Senegal,0,"Sub-Saharan Africa",Exposure
03,1,,Ethiopia,2,"Sub-Saharan Africa",Exposure
03,1,,Kenya,3,"Sub-Saharan Africa",Exposure
03,1,,Singapore,4,"East & Southeast Asia",Exposure
03,1,,Taiwan,2,"East & Southeast Asia",Exposure
03,1,,Brazil,NA,"South America",Exposure
03,1,,"Czech Republic",1,Europe,Exposure
03,1,,Estonia,0,Europe,Exposure
03,1,,Poland,1,Europe,Exposure
03,1,,Vietnam,3,"East & Southeast Asia",Exposure
03,1,,Nepal,2,"South Asia",Exposure
03,1,,Russia,2,Europe,Exposure
03,1,,"New Zealand",0,Oceania,Exposure
03,1,,Zimbabwe,4,"Sub-Saharan Africa",Exposure
03,1,,"Democratic Republic of the Congo",2,"Sub-Saharan Africa",Exposure
03,1,,Malaysia,3,"East & Southeast Asia",Exposure
03,1,,Timor-Leste,3,"East & Southeast Asia",Exposure
03,1,,Argentina,4,"South America",Exposure
03,1,,Uruguay,1,"South America",Exposure
03,1,,"El Salvador",0,"Central America & Caribbean",Exposure
03,1,,Philippines,3,"East & Southeast Asia",Exposure
03,1,,Thailand,3,"East & Southeast Asia",Exposure
03,1,,Myanmar,2,"East & Southeast Asia",Exposure
03,1,,Uganda,3,"Sub-Saharan Africa",Exposure
03,1,,Mozambique,1,"Sub-Saharan Africa",Exposure
03,1,,Angola,2,"Sub-Saharan Africa",Exposure
03,1,,Japan,1,"East & Southeast Asia",Exposure
03,1,,Indonesia,3,"East & Southeast Asia",Exposure
03,1,,"South Korea",4,"East & Southeast Asia",Exposure
03,1,,"Saudi Arabia",1,"North Africa & West Asia",Exposure
03,1,,Qatar,NA,"North Africa & West Asia",Exposure
03,1,,Canada,4,"North America",Exposure
03,1,,Cambodia,1,"East & Southeast Asia",Exposure
03,1,,"United States",1,"North America",Exposure
03,1,,Germany,1,Europe,Exposure
03,1,,"United Kingdom",3,Europe,Exposure
03,1,,Australia,1,Oceania,Exposure
03,1,,Israel,1,"North Africa & West Asia",Exposure
03,1,,"Sri Lanka",NA,"South Asia",Exposure
04,1,,Georgia,0,Europe,Exposure
04,1,,Latvia,0,Europe,Exposure
04,1,,Armenia,1,"North Africa & West Asia",Exposure
04,1,,Azerbaijan,0,"North Africa & West Asia",Exposure
04,1,,Kazakhstan,3,"Central Asia",Exposure
04,1,,Uzbekistan,0,"Central Asia",Exposure
04,1,,Tajikistan,0,"Central Asia",Exposure
04,1,,Kyrgyzstan,3,"Central Asia",Exposure
04,1,,Jordan,3,"North Africa & West Asia",Exposure
04,1,,Egypt,3,"North Africa & West Asia",Exposure
04,1,,Lebanon,0,"North Africa & West Asia",Exposure
04,1,,Belarus,0,Europe,Exposure
04,1,,Mongolia,0,"East & Southeast Asia",Exposure
04,1,,Mexico,0,"North America",Exposure
04,1,,Panama,0,"Central America & Caribbean",Exposure
04,1,,"Costa Rica",1,"Central America & Caribbean",Exposure
04,1,,Peru,0,"South America",Exposure
04,1,,Venezuela,0,"South America",Exposure
04,1,,Chile,3,"South America",Exposure
04,1,,Ecuador,0,"South America",Exposure
04,1,,Colombia,0,"South America",Exposure
04,1,,"Sierra Leone",4,"Sub-Saharan Africa",Exposure
04,1,,Ghana,3,"Sub-Saharan Africa",Exposure
04,1,,Tanzania,2,"Sub-Saharan Africa",Exposure
04,1,,Gambia,4,"Sub-Saharan Africa",Exposure
04,1,,Algeria,3,"North Africa & West Asia",Exposure
04,1,,France,4,Europe,Exposure
04,1,,Bangladesh,1,"South Asia",Exposure
04,1,,Lithuania,0,Europe,Exposure
04,1,,Bulgaria,2,Europe,Exposure
04,1,,Austria,0,Europe,Exposure
04,1,,Hungary,0,Europe,Exposure
04,1,,Belgium,1,Europe,Exposure
04,1,,"Bosnia and Herzegovina",1,Europe,Exposure
04,1,,Slovakia,0,Europe,Exposure
04,1,,Sweden,0,Europe,Exposure
04,1,,Finland,0,Europe,Exposure
04,1,,Denmark,0,Europe,Exposure
04,1,,Ireland,1,Europe,Exposure
04,1,,Albania,0,Europe,Exposure
04,1,,Montenegro,0,Europe,Exposure
04,1,,Serbia,0,Europe,Exposure
04,1,,Greece,0,Europe,Exposure
04,1,,"North Macedonia",0,Europe,Exposure
04,1,,Turkey,0,"North Africa & West Asia",Exposure
04,1,,Iceland,0,Europe,Exposure
04,1,,Portugal,1,Europe,Exposure
04,1,,Romania,1,Europe,Exposure
04,1,,Moldova,0,Europe,Exposure
04,1,,Italy,0,Europe,Exposure
04,1,,Netherlands,0,Europe,Exposure
04,1,,Ukraine,0,Europe,Exposure
04,1,,Spain,0,Europe,Exposure
04,1,,Nicaragua,4,"Central America & Caribbean",Exposure
04,1,,Bolivia,0,"South America",Exposure
04,1,,Paraguay,0,"South America",Exposure
04,1,,Pakistan,4,"South Asia",Exposure
04,1,,Afghanistan,2,"South Asia",Exposure
04,1,,Turkmenistan,3,"Central Asia",Exposure
04,1,,India,0,"South Asia",Exposure
04,1,,Nigeria,3,"Sub-Saharan Africa",Exposure
04,1,,"South Africa",3,"Sub-Saharan Africa",Exposure
04,1,,Senegal,0,"Sub-Saharan Africa",Exposure
04,1,,Ethiopia,3,"Sub-Saharan Africa",Exposure
04,1,,Kenya,3,"Sub-Saharan Africa",Exposure
04,1,,Singapore,4,"East & Southeast Asia",Exposure
04,1,,Taiwan,1,"East & Southeast Asia",Exposure
04,1,,Brazil,0,"South America",Exposure
04,1,,"Czech Republic",1,Europe,Exposure
04,1,,Estonia,0,Europe,Exposure
04,1,,Poland,0,Europe,Exposure
04,1,,Vietnam,1,"East & Southeast Asia",Exposure
04,1,,Nepal,1,"South Asia",Exposure
04,1,,Russia,0,Europe,Exposure
04,1,,"New Zealand",1,Oceania,Exposure
04,1,,Zimbabwe,4,"Sub-Saharan Africa",Exposure
04,1,,"Democratic Republic of the Congo",2,"Sub-Saharan Africa",Exposure
04,1,,Malaysia,1,"East & Southeast Asia",Exposure
04,1,,Timor-Leste,0,"East & Southeast Asia",Exposure
04,1,,Argentina,4,"South America",Exposure
04,1,,Uruguay,4,"South America",Exposure
04,1,,"El Salvador",0,"Central America & Caribbean",Exposure
04,1,,Philippines,3,"East & Southeast Asia",Exposure
04,1,,Thailand,2,"East & Southeast Asia",Exposure
04,1,,Myanmar,3,"East & Southeast Asia",Exposure
04,1,,Uganda,3,"Sub-Saharan Africa",Exposure
04,1,,Mozambique,1,"Sub-Saharan Africa",Exposure
04,1,,Angola,3,"Sub-Saharan Africa",Exposure
04,1,,Japan,1,"East & Southeast Asia",Exposure
04,1,,Indonesia,3,"East & Southeast Asia",Exposure
04,1,,"South Korea",2,"East & Southeast Asia",Exposure
04,1,,"Saudi Arabia",0,"North Africa & West Asia",Exposure
04,1,,Qatar,0,"North Africa & West Asia",Exposure
04,1,,Canada,4,"North America",Exposure
04,1,,Cambodia,3,"East & Southeast Asia",Exposure
04,1,,"United States",2,"North America",Exposure
04,1,,Germany,0,Europe,Exposure
04,1,,"United Kingdom",0,Europe,Exposure
04,1,,Australia,0,Oceania,Exposure
04,1,,Israel,0,"North Africa & West Asia",Exposure
04,1,,"Sri Lanka",0,"South Asia",Exposure
05,1,,Georgia,4,Europe,Exposure
05,1,,Latvia,0,Europe,Exposure
05,1,,Armenia,3,"North Africa & West Asia",Exposure
05,1,,Azerbaijan,3,"North Africa & West Asia",Exposure
05,1,,Kazakhstan,0,"Central Asia",Exposure
05,1,,Uzbekistan,0,"Central Asia",Exposure
05,1,,Tajikistan,0,"Central Asia",Exposure
05,1,,Kyrgyzstan,4,"Central Asia",Exposure
05,1,,Jordan,3,"North Africa & West Asia",Exposure
05,1,,Egypt,4,"North Africa & West Asia",Exposure
05,1,,Lebanon,4,"North Africa & West Asia",Exposure
05,1,,Belarus,0,Europe,Exposure
05,1,,Mongolia,3,"East & Southeast Asia",Exposure
05,1,,Mexico,1,"North America",Exposure
05,1,,Panama,4,"Central America & Caribbean",Exposure
05,1,,"Costa Rica",4,"Central America & Caribbean",Exposure
05,1,,Peru,4,"South America",Exposure
05,1,,Venezuela,4,"South America",Exposure
05,1,,Chile,3,"South America",Exposure
05,1,,Ecuador,3,"South America",Exposure
05,1,,Colombia,2,"South America",Exposure
05,1,,"Sierra Leone",0,"Sub-Saharan Africa",Exposure
05,1,,Ghana,0,"Sub-Saharan Africa",Exposure
05,1,,Tanzania,2,"Sub-Saharan Africa",Exposure
05,1,,Gambia,0,"Sub-Saharan Africa",Exposure
05,1,,Algeria,3,"North Africa & West Asia",Exposure
05,1,,France,2,Europe,Exposure
05,1,,Bangladesh,3,"South Asia",Exposure
05,1,,Lithuania,0,Europe,Exposure
05,1,,Bulgaria,3,Europe,Exposure
05,1,,Austria,2,Europe,Exposure
05,1,,Hungary,1,Europe,Exposure
05,1,,Belgium,3,Europe,Exposure
05,1,,"Bosnia and Herzegovina",0,Europe,Exposure
05,1,,Slovakia,1,Europe,Exposure
05,1,,Sweden,0,Europe,Exposure
05,1,,Finland,1,Europe,Exposure
05,1,,Denmark,0,Europe,Exposure
05,1,,Ireland,3,Europe,Exposure
05,1,,Albania,1,Europe,Exposure
05,1,,Montenegro,0,Europe,Exposure
05,1,,Serbia,2,Europe,Exposure
05,1,,Greece,0,Europe,Exposure
05,1,,"North Macedonia",0,Europe,Exposure
05,1,,Turkey,4,"North Africa & West Asia",Exposure
05,1,,Iceland,0,Europe,Exposure
05,1,,Portugal,1,Europe,Exposure
05,1,,Romania,1,Europe,Exposure
05,1,,Moldova,0,Europe,Exposure
05,1,,Italy,1,Europe,Exposure
05,1,,Netherlands,0,Europe,Exposure
05,1,,Ukraine,1,Europe,Exposure
05,1,,Spain,1,Europe,Exposure
05,1,,Nicaragua,4,"Central America & Caribbean",Exposure
05,1,,Bolivia,0,"South America",Exposure
05,1,,Paraguay,0,"South America",Exposure
05,1,,Pakistan,3,"South Asia",Exposure
05,1,,Afghanistan,1,"South Asia",Exposure
05,1,,Turkmenistan,0,"Central Asia",Exposure
05,1,,India,1,"South Asia",Exposure
05,1,,Nigeria,3,"Sub-Saharan Africa",Exposure
05,1,,"South Africa",0,"Sub-Saharan Africa",Exposure
05,1,,Senegal,3,"Sub-Saharan Africa",Exposure
05,1,,Ethiopia,0,"Sub-Saharan Africa",Exposure
05,1,,Kenya,3,"Sub-Saharan Africa",Exposure
05,1,,Singapore,4,"East & Southeast Asia",Exposure
05,1,,Taiwan,4,"East & Southeast Asia",Exposure
05,1,,Brazil,0,"South America",Exposure
05,1,,"Czech Republic",1,Europe,Exposure
05,1,,Estonia,1,Europe,Exposure
05,1,,Poland,2,Europe,Exposure
05,1,,Vietnam,1,"East & Southeast Asia",Exposure
05,1,,Nepal,3,"South Asia",Exposure
05,1,,Russia,2,Europe,Exposure
05,1,,"New Zealand",0,Oceania,Exposure
05,1,,Zimbabwe,0,"Sub-Saharan Africa",Exposure
05,1,,"Democratic Republic of the Congo",0,"Sub-Saharan Africa",Exposure
05,1,,Malaysia,3,"East & Southeast Asia",Exposure
05,1,,Timor-Leste,0,"East & Southeast Asia",Exposure
05,1,,Argentina,3,"South America",Exposure
05,1,,Uruguay,1,"South America",Exposure
05,1,,"El Salvador",3,"Central America & Caribbean",Exposure
05,1,,Philippines,1,"East & Southeast Asia",Exposure
05,1,,Thailand,3,"East & Southeast Asia",Exposure
05,1,,Myanmar,3,"East & Southeast Asia",Exposure
05,1,,Uganda,4,"Sub-Saharan Africa",Exposure
05,1,,Mozambique,1,"Sub-Saharan Africa",Exposure
05,1,,Angola,3,"Sub-Saharan Africa",Exposure
05,1,,Japan,2,"East & Southeast Asia",Exposure
05,1,,Indonesia,3,"East & Southeast Asia",Exposure
05,1,,"South Korea",1,"East & Southeast Asia",Exposure
05,1,,"Saudi Arabia",1,"North Africa & West Asia",Exposure
05,1,,Qatar,1,"North Africa & West Asia",Exposure
05,1,,Canada,4,"North America",Exposure
05,1,,Cambodia,1,"East & Southeast Asia",Exposure
05,1,,"United States",2,"North America",Exposure
05,1,,Germany,2,Europe,Exposure
05,1,,"United Kingdom",4,Europe,Exposure
05,1,,Australia,4,Oceania,Exposure
05,1,,Israel,1,"North Africa & West Asia",Exposure
05,1,,"Sri Lanka",3,"South Asia",Exposure
06,1,,Georgia,4,Europe,Exposure
06,1,,Latvia,0,Europe,Exposure
06,1,,Armenia,3,"North Africa & West Asia",Exposure
06,1,,Azerbaijan,0,"North Africa & West Asia",Exposure
06,1,,Kazakhstan,0,"Central Asia",Exposure
06,1,,Uzbekistan,0,"Central Asia",Exposure
06,1,,Tajikistan,0,"Central Asia",Exposure
06,1,,Kyrgyzstan,3,"Central Asia",Exposure
06,1,,Jordan,0,"North Africa & West Asia",Exposure
06,1,,Egypt,0,"North Africa & West Asia",Exposure
06,1,,Lebanon,0,"North Africa & West Asia",Exposure
06,1,,Belarus,0,Europe,Exposure
06,1,,Mongolia,3,"East & Southeast Asia",Exposure
06,1,,Mexico,1,"North America",Exposure
06,1,,Panama,4,"Central America & Caribbean",Exposure
06,1,,"Costa Rica",1,"Central America & Caribbean",Exposure
06,1,,Peru,0,"South America",Exposure
06,1,,Venezuela,0,"South America",Exposure
06,1,,Chile,3,"South America",Exposure
06,1,,Ecuador,0,"South America",Exposure
06,1,,Colombia,0,"South America",Exposure
06,1,,"Sierra Leone",0,"Sub-Saharan Africa",Exposure
06,1,,Ghana,0,"Sub-Saharan Africa",Exposure
06,1,,Tanzania,1,"Sub-Saharan Africa",Exposure
06,1,,Gambia,4,"Sub-Saharan Africa",Exposure
06,1,,Algeria,0,"North Africa & West Asia",Exposure
06,1,,France,4,Europe,Exposure
06,1,,Bangladesh,0,"South Asia",Exposure
06,1,,Lithuania,0,Europe,Exposure
06,1,,Bulgaria,0,Europe,Exposure
06,1,,Austria,1,Europe,Exposure
06,1,,Hungary,0,Europe,Exposure
06,1,,Belgium,0,Europe,Exposure
06,1,,"Bosnia and Herzegovina",1,Europe,Exposure
06,1,,Slovakia,3,Europe,Exposure
06,1,,Sweden,1,Europe,Exposure
06,1,,Finland,1,Europe,Exposure
06,1,,Denmark,1,Europe,Exposure
06,1,,Ireland,0,Europe,Exposure
06,1,,Albania,0,Europe,Exposure
06,1,,Montenegro,0,Europe,Exposure
06,1,,Serbia,0,Europe,Exposure
06,1,,Greece,3,Europe,Exposure
06,1,,"North Macedonia",0,Europe,Exposure
06,1,,Turkey,0,"North Africa & West Asia",Exposure
06,1,,Iceland,0,Europe,Exposure
06,1,,Portugal,0,Europe,Exposure
06,1,,Romania,0,Europe,Exposure
06,1,,Moldova,0,Europe,Exposure
06,1,,Italy,1,Europe,Exposure
